"","Rank of Sales","Game","Owners Before","Owners After","Sales","Price","Increase(Percentage)","Max Discount(Percentage of Original)","Lowest Price"
"5293",5293,"Tren0",9000,16000,7000,2.99,77.78,40,1.79
"5294",5294,"Dog Sled Saga",14000,16000,2000,7.99,14.29,50,3.99
"5295",5295,"Elisa: the Innkeeper",9000,16000,7000,4.99,77.78,70,2.49
"5296",5296,"Nimbatus - The Space Drone Constructor",0,16000,16000,19.99,0,20,15.99
"5297",5297,"Stellar Tactics",12000,16000,4000,19.99,33.33,0,19.99
"5298",5298,"Backstage Pass",14000,16000,2000,29.99,14.29,45,16.49
"5299",5299,"Lucky Panda",11000,16000,5000,3.99,45.45,87,0.49
"5300",5300,"Mind Games",13000,16000,3000,2.99,23.08,83,0.5
"5301",5301,"Castle of no Escape",13000,16000,3000,3.99,23.08,88,0.49
"5302",5302,"Vulture for NetHack",12000,16000,4000,2.99,33.33,50,1.49
"5303",5303,"The Colonists",0,16000,16000,24.99,0,10,22.49
"5304",5304,"Nature Treks VR",10000,16000,6000,9.99,60,33,6.69
"5305",5305,"Weird Dungeon Explorer: Wave Beat",4000,16000,12000,0.99,300,51,0.49
"5306",5306,"Pixel Dungeon",11000,16000,5000,4.99,45.45,60,1.99
"5307",5307,"Dodge",12000,16000,4000,1.99,33.33,0,1.99
"5308",5308,"Isoland 2 - Ashes of Time",4000,16000,12000,2.99,300,70,0.89
"5309",5309,"Ys SEVEN",11000,16000,5000,24.99,45.45,40,14.99
"5310",5310,"Warriors & Castles",11000,16000,5000,2.99,45.45,50,1.49
"5311",5311,"STAY",8000,16000,8000,11.99,100,35,7.79
"5312",5312,"We Know the Devil",11000,16000,5000,7.99,45.45,75,1.99
"5313",5313,"aMaze Achievements : forest",8000,16000,8000,0.99,100,51,0.49
"5314",5314,"Chronicles of Teddy",14000,16000,2000,14.99,14.29,60,5.99
"5315",5315,"TY the Tasmanian Tiger 2",13000,16000,3000,14.99,23.08,45,8.24
"5316",5316,"Pixel Zombie",10000,16000,6000,0.99,60,51,0.49
"5317",5317,"Pressure Overdrive",12000,16000,4000,12.99,33.33,50,6.49
"5318",5318,"CMYW",10000,16000,6000,3.99,60,0,3.99
"5319",5319,"Black Ice",12000,16000,4000,14.99,33.33,25,11.24
"5320",5320,"Evertown",12000,16000,4000,2.99,33.33,0,2.99
"5321",5321,"The Slug",12000,16000,4000,3.99,33.33,87,0.49
"5322",5322,"EXIST",6000,16000,10000,0.99,166.67,51,0.49
"5323",5323,"Crayon Chronicles",14000,16000,2000,3.99,14.29,55,1.79
"5324",5324,"Steampunk Tower 2",8000,16000,8000,7.99,100,40,4.79
"5325",5325,"Exodus from the Earth",14000,16000,2000,14.99,14.29,90,1.49
"5326",5326,"Uncraft World",13000,16000,3000,9.99,23.08,60,3.99
"5327",5327,"Nancy Drew: Alibi in Ashes",13000,16000,3000,6.99,23.08,40,4.19
"5328",5328,"Go Kart Survival",7000,16000,9000,0.99,128.57,51,0.49
"5329",5329,"Forget Me Not: My Organic Garden",14000,16000,2000,9.99,14.29,70,2.99
"5330",5330,"CodeSpells",12000,16000,4000,19.99,33.33,50,9.99
"5331",5331,"Seduce Me 2: The Demon War",13000,16000,3000,9.99,23.08,50,4.99
"5332",5332,"AFTERGRINDER",13000,16000,3000,4.99,23.08,80,0.99
"5333",5333,"NeonGalaxy Wars",7000,16000,9000,0.99,128.57,51,0.49
"5334",5334,"The Beggar's Ride",10000,16000,6000,5.99,60,80,1.19
"5335",5335,"Weird Dungeon Explorer: Defender",3000,16000,13000,0.99,433.33,51,0.49
"5336",5336,"Feudalism",6000,16000,10000,14.99,166.67,90,1.49
"5337",5337,"Square's Route",14000,16000,2000,3.99,14.29,87,0.51
"5338",5338,"Mini Knight",7000,16000,9000,0.99,128.57,51,0.49
"5339",5339,"DEAD DOZEN Escape",9000,16000,7000,11.99,77.78,70,3.59
"5340",5340,"Jelly in the sky",5000,16000,11000,5.99,220,90,0.59
"5341",5341,"Auralux: Constellations",4000,16000,12000,9.99,300,80,1.99
"5342",5342,"Cyber Fight",2000,16000,14000,0.99,700,51,0.49
"5343",5343,"CO-OP : Decrypted",9000,16000,7000,9.99,77.78,50,4.99
"5344",5344,"Catch & Release",5000,16000,11000,19.99,220,0,19.99
"5345",5345,"Ninja Reflex: Steamworks Edition",14000,16000,2000,4.99,14.29,0,4.99
"5346",5346,"VR: Vacate the Room",13000,16000,3000,3.99,23.08,42,2.31
"5347",5347,"Veil of Crows",11000,15000,4000,14.99,36.36,30,10.49
"5348",5348,"Nanomedix Inc",3000,15000,12000,0.99,400,0,0.99
"5349",5349,"Trigger Runners",12000,15000,3000,1.99,25,0,1.99
"5350",5350,"Viki Spotter: The Farm",4000,15000,11000,1.99,275,75,0.49
"5351",5351,"Star Trek: Starfleet Academy",11000,15000,4000,9.99,36.36,66,3.39
"5352",5352,"Don't cut your hand",11000,15000,4000,0.99,36.36,30,0.69
"5353",5353,"PeriAreion",13000,15000,2000,5.99,15.38,0,5.99
"5354",5354,"HoD: On open seas",6000,15000,9000,3.99,150,0,3.99
"5355",5355,"Battle Mages",13000,15000,2000,3.99,15.38,88,0.49
"5356",5356,"These nights in Cairo",5000,15000,10000,7.99,200,50,3.99
"5357",5357,"WAR DUST | 32 vs 32 Battles",0,15000,15000,24.99,0,40,14.99
"5358",5358,"Save the Creatures",5000,15000,10000,1.99,200,0,1.99
"5359",5359,"Mirrored - Chapter 1",13000,15000,2000,1.99,15.38,50,0.99
"5360",5360,"The Painscreek Killings",6000,15000,9000,19.99,150,75,4.99
"5361",5361,"Vampire: The Masquerade - Redemption",13000,15000,2000,5.99,15.38,75,1.49
"5362",5362,"Dragon Spear",0,15000,15000,14.99,0,34,9.89
"5363",5363,"Princess Kaguya: Legend of the Moon Warrior",11000,15000,4000,10.99,36.36,70,3.29
"5364",5364,"Angels with Scaly Wings",11000,15000,4000,9.99,36.36,40,5.99
"5365",5365,"Why Am I Dead At Sea",7000,15000,8000,4.99,114.29,60,1.99
"5366",5366,"Thunderbird: The Legend Begins",3000,15000,12000,5.99,400,0,5.99
"5367",5367,"Trio",8000,15000,7000,0.99,87.5,0,0.99
"5368",5368,"Egypt: Old Kingdom",6000,15000,9000,14.99,150,50,7.49
"5369",5369,"Ephemerid: A Musical Adventure",11000,15000,4000,1.99,36.36,0,1.99
"5370",5370,"Bear Simulator",13000,15000,2000,14.99,15.38,0,14.99
"5371",5371,"The Seven Years War (1756-1763)",12000,15000,3000,19.99,25,90,1.99
"5372",5372,"Cave Runner",8000,15000,7000,0.99,87.5,0,0.99
"5373",5373,"One Wish",6000,15000,9000,0.99,150,51,0.49
"5374",5374,"Rememoried",13000,15000,2000,9.99,15.38,90,0.99
"5375",5375,"Star Trek : 25th Anniversary",12000,15000,3000,9.99,25,66,3.39
"5376",5376,"Kumoon : Ballistic Physics Puzzle",9000,15000,6000,2.99,66.67,0,2.99
"5377",5377,"Ninjahtic",9000,15000,6000,1.99,66.67,60,0.79
"5378",5378,"Last Will",8000,15000,7000,8.99,87.5,70,2.69
"5379",5379,"The Consuming Shadow",11000,15000,4000,9.99,36.36,75,2.49
"5380",5380,"Prison Boss VR",13000,15000,2000,19.99,15.38,50,9.99
"5381",5381,"Ultimus bellum",13000,15000,2000,9.99,15.38,33,6.69
"5382",5382,"Twins of the Pasture",12000,15000,3000,7.99,25,0,7.99
"5383",5383,"Firebird - La Peri",12000,15000,3000,3.99,25,50,1.99
"5384",5384,"Rulers of Nations",11000,15000,4000,19.99,36.36,50,9.99
"5385",5385,"旧手表 - Old Watch",8000,15000,7000,9.99,87.5,40,5.99
"5386",5386,"Dead Sea",10000,15000,5000,4.99,50,33,3.34
"5387",5387,"Boot Hill Heroes",7000,15000,8000,8.99,114.29,50,4.49
"5388",5388,"Sexy Jigsaw / Sexy Puzzle / 性感拼图",0,15000,15000,3.99,0,55,1.79
"5389",5389,"Astro Bouncer",0,15000,15000,0.99,0,51,0.49
"5390",5390,"Project Remedium",9000,15000,6000,14.99,66.67,75,3.74
"5391",5391,"Petrichor",11000,15000,4000,1.99,36.36,75,0.49
"5392",5392,"Hide & Hold Out - H2o",13000,15000,2000,17.99,15.38,0,17.99
"5393",5393,"Fatty Bear's Birthday Surprise",11000,15000,4000,6.99,36.36,60,2.79
"5394",5394,"Ruckus Ridge VR Party",4000,15000,11000,9.99,275,0,9.99
"5395",5395,"Candleman: The Complete Journey",10000,15000,5000,14.99,50,50,7.49
"5396",5396,"Safety First!",12000,15000,3000,2.99,25,75,0.74
"5397",5397,"Mad Bullets",13000,15000,2000,2.99,15.38,50,1.49
"5398",5398,"Timespinner",0,15000,15000,19.99,0,10,17.99
"5399",5399,"Omega Strike",5000,15000,10000,12.99,200,65,4.54
"5400",5400,"Vagrant Hearts",11000,15000,4000,9.99,36.36,90,0.99
"5401",5401,"Heart&Slash",13000,15000,2000,14.99,15.38,50,7.49
"5402",5402,"Corpse of Discovery",12000,15000,3000,7.99,25,80,1.59
"5403",5403,"Professor Fizzwizzle and the Molten Mystery",9000,15000,6000,6.99,66.67,60,2.79
"5404",5404,"BossConstructor",13000,15000,2000,14.99,15.38,50,7.49
"5405",5405,"Exoplanet: First Contact",10000,15000,5000,19.99,50,25,14.99
"5406",5406,"Space Warp",11000,15000,4000,4.99,36.36,0,4.99
"5407",5407,"Sunrise: survival",5000,15000,10000,3.99,200,60,1.99
"5408",5408,"Galagan's Island: Reprymian Rising",13000,15000,2000,1.99,15.38,0,1.99
"5409",5409,"Music Band Manager",11000,15000,4000,7.99,36.36,75,1.99
"5410",5410,"ShineG In The Zombies",10000,15000,5000,1.99,50,50,0.99
"5411",5411,"Snooker Nation Championship",11000,15000,4000,3.99,36.36,70,1.19
"5412",5412,"Pixel Space Battles",8000,15000,7000,0.99,87.5,51,0.49
"5413",5413,"Kohan: Ahriman's Gift",13000,15000,2000,9.99,15.38,0,9.99
"5414",5414,"Californium",11000,15000,4000,9.99,36.36,60,3.99
"5415",5415,"Tic-Toc-Tower",10000,15000,5000,2.99,50,84,0.49
"5416",5416,"The Quest",12000,15000,3000,9.99,25,50,4.99
"5417",5417,"Soldier of Failure 2",11000,15000,4000,3.99,36.36,87,0.49
"5418",5418,"Laserlife",10000,15000,5000,9.99,50,90,1.49
"5419",5419,"Infectonator 3: Apocalypse",7000,15000,8000,12.99,114.29,30,9.09
"5420",5420,"Siralim 2",13000,15000,2000,14.99,15.38,80,2.99
"5421",5421,"Chicken Invaders 4",12000,15000,3000,4.99,25,50,2.49
"5422",5422,"Vertigo",13000,15000,2000,14.99,15.38,60,5.99
"5423",5423,"Pike and Shot : Campaigns",10000,15000,5000,39.99,50,75,9.99
"5424",5424,"Creeper World: Anniversary Edition",11000,15000,4000,4.99,36.36,80,0.99
"5425",5425,"Mighty Switch Force! Hyper Drive Edition",13000,15000,2000,9.99,15.38,50,4.99
"5426",5426,"Nancy Drew: Secret of the Scarlet Hand",12000,15000,3000,6.99,25,40,4.19
"5427",5427,"Knockout League - Arcade VR Boxing",11000,15000,4000,29.99,36.36,33,20.09
"5428",5428,"Root Double -Before Crime * After Days- Xtend Edition",10000,15000,5000,34.99,50,65,12.24
"5429",5429,"Mystery Chronicle: One Way Heroics",12000,15000,3000,9.99,25,90,0.99
"5430",5430,"Cowboy Escape",9000,15000,6000,0.99,66.67,30,0.69
"5431",5431,"The Princess' Heart",13000,15000,2000,4.99,15.38,80,0.99
"5432",5432,"Gunman Clive 2",12000,15000,3000,2.99,25,0,2.99
"5433",5433,"Glow",9000,15000,6000,4.99,66.67,60,1.99
"5434",5434,"Skylar & Plux: Adventure On Clover Island",9000,15000,6000,14.99,66.67,70,4.49
"5435",5435,"Age of Barbarian Extended Cut",9000,15000,6000,12.99,66.67,40,7.79
"5436",5436,"The Thing: Space X",11000,15000,4000,0.99,36.36,51,0.49
"5437",5437,"Battle Girls",5000,15000,10000,11.99,200,35,5.19
"5438",5438,"Coffin of Ashes",11000,15000,4000,6.99,36.36,30,4.89
"5439",5439,"Ravenmark: Scourge of Estellion",13000,15000,2000,14.99,15.38,75,3.74
"5440",5440,"Tiny Bubbles",2000,15000,13000,9.99,650,20,7.99
"5441",5441,"ARCADE GAME SERIES: Ms. PAC-MAN",11000,15000,4000,3.99,36.36,50,1.99
"5442",5442,"Groove Coaster",0,15000,15000,19.99,0,20,15.99
"5443",5443,"planetarian HD",13000,15000,2000,9.99,15.38,50,4.99
"5444",5444,"Ilamentia",11000,15000,4000,2.99,36.36,35,2.54
"5445",5445,"The Myth Seekers: The Legacy of Vulcan",10000,15000,5000,9.99,50,60,3.99
"5446",5446,"Ninja Tycoon",8000,15000,7000,4.99,87.5,40,2.99
"5447",5447,"300 Dwarves",9000,15000,6000,6.99,66.67,50,3.49
"5448",5448,"Oil Enterprise",10000,15000,5000,19.99,50,70,5.99
"5449",5449,"Blowy Fish",13000,15000,2000,1.99,15.38,75,0.49
"5450",5450,"Second Warfare",12000,15000,3000,14.99,25,90,1.49
"5451",5451,"YOU DON'T KNOW JACK Vol. 4 The Ride",4000,15000,11000,2.99,275,50,1.49
"5452",5452,"Overkill VR: Action Shooter FPS",13000,15000,2000,19.99,15.38,50,9.99
"5453",5453,"Sandmason",13000,15000,2000,3.99,15.38,75,0.99
"5454",5454,"The Battle for Sector 219",10000,15000,5000,6.99,50,90,0.69
"5455",5455,"Tales of the Lumminai",6000,15000,9000,6.99,150,50,3.49
"5456",5456,"Dark Angels: Masquerade of Shadows",12000,15000,3000,3.99,25,80,0.79
"5457",5457,"The Land of Pain",7000,15000,8000,9.99,114.29,85,1.49
"5458",5458,"Idle Evolution",6000,15000,9000,4.99,150,75,1.24
"5459",5459,"Vostok Inc.",9000,15000,6000,14.99,66.67,50,7.49
"5460",5460,"Yasai Ninja",12000,15000,3000,1.99,25,60,0.79
"5461",5461,"Metal Fatigue",0,15000,15000,5.99,0,50,2.99
"5462",5462,"Run, Run, Monsters!",0,15000,15000,0.99,0,51,0.49
"5463",5463,"Pivot Pilot",12000,15000,3000,6.99,25,80,1.39
"5464",5464,"Football Club Simulator - FCS NS#19",12000,15000,3000,9.95,25,70,2.98
"5465",5465,"Fake/SuperSonia",13000,15000,2000,0.99,15.38,45,0.54
"5466",5466,"Zup! Zero 2",0,15000,15000,0.99,0,30,0.69
"5467",5467,"World War II GI",9000,15000,6000,6.99,66.67,75,1.74
"5468",5468,"Super GunWorld 2",1000,14000,13000,7.99,1300,0,7.99
"5469",5469,"Brigade E5: New Jagged Union",12000,14000,2000,3.99,16.67,77,0.91
"5470",5470,"StarsOne",12000,14000,2000,9.99,16.67,75,2.49
"5471",5471,"Christmas Adventure: Candy Storm",11000,14000,3000,1.99,27.27,50,0.99
"5472",5472,"Rescue Lucy",11000,14000,3000,2.99,27.27,83,0.5
"5473",5473,"ChromaGun",9000,14000,5000,12.99,55.56,50,6.49
"5474",5474,"天使帝國四《Empire of Angels IV》",11000,14000,3000,14.99,27.27,50,7.49
"5475",5475,"Achron",12000,14000,2000,19.99,16.67,0,19.99
"5476",5476,"The Free Ones",0,14000,14000,9.99,0,70,4.49
"5477",5477,"Freedom Cry",8000,14000,6000,6.99,75,90,0.69
"5478",5478,"Evil Bank Manager",0,14000,14000,11.99,0,10,10.79
"5479",5479,"Animal Super Squad",10000,14000,4000,9.99,40,60,3.99
"5480",5480,"Disney's Treasure Planet: Battle of Procyon",10000,14000,4000,9.99,40,70,2.99
"5481",5481,"Smart Mummy",9000,14000,5000,3.99,55.56,87,0.49
"5482",5482,"Warp Rider",8000,14000,6000,0.99,75,51,0.49
"5483",5483,"Hogs of War",10000,14000,4000,4.99,40,50,2.49
"5484",5484,"Sparc",8000,14000,6000,19.99,75,50,9.99
"5485",5485,"One Hour One Life",0,14000,14000,19.99,0,0,19.99
"5486",5486,"Inner Chains",8000,14000,6000,19.99,75,80,3.99
"5487",5487,"Afterlife Empire",7000,14000,7000,4.99,100,0,4.99
"5488",5488,"The Adventures of Fatman",10000,14000,4000,1.99,40,74,0.51
"5489",5489,"Cubotrox",12000,14000,2000,5.99,16.67,0,5.99
"5490",5490,"Shining Plume",12000,14000,2000,3.99,16.67,87,0.51
"5491",5491,"Songbringer",10000,14000,4000,19.99,40,50,9.99
"5492",5492,"Fighting Fantasy Legends",4000,14000,10000,9.99,250,60,3.99
"5493",5493,"Night Vigil",11000,14000,3000,4.99,27.27,50,2.49
"5494",5494,"The Miskatonic",0,14000,14000,5.99,0,33,4.01
"5495",5495,"The Memory of Eldurim",10000,14000,4000,0.99,40,0,0.99
"5496",5496,"Pocket God vs Desert Ashes",8000,14000,6000,4.99,75,0,4.99
"5497",5497,"Tale of Fallen Dragons",8000,14000,6000,9.99,75,75,2.49
"5498",5498,"StarShip Constructor",8000,14000,6000,4.99,75,35,3.24
"5499",5499,"Xenus 2. White gold.",11000,14000,3000,14.99,27.27,60,5.99
"5500",5500,"Midnight's Blessing",7000,14000,7000,9.99,100,90,0.99
"5501",5501,"Kingspray Graffiti VR",11000,14000,3000,14.99,27.27,50,7.49
"5502",5502,"McDROID",12000,14000,2000,9.99,16.67,75,2.49
"5503",5503,"Scary House",1000,14000,13000,4.99,1300,75,1.24
"5504",5504,"The Witch's Yarn",9000,14000,5000,9.99,55.56,90,0.99
"5505",5505,"Sabbat of the Witch",0,14000,14000,29.99,0,10,26.99
"5506",5506,"Pilot Brothers 2",8000,14000,6000,4.99,75,75,1.24
"5507",5507,"Maria the Witch",12000,14000,2000,4.99,16.67,80,0.99
"5508",5508,"Acorn Assault: Rodent Revolution",9000,14000,5000,9.99,55.56,90,0.99
"5509",5509,"LEAVES - The Journey",9000,14000,5000,7.99,55.56,80,1.59
"5510",5510,"武林志（Wushu Chronicles）",0,14000,14000,12.99,0,20,10.39
"5511",5511,"Ghoulboy - Dark Sword of Goblin",9000,14000,5000,3.99,55.56,50,1.99
"5512",5512,"Epic Showdown",10000,14000,4000,4.99,40,0,4.99
"5513",5513,"Dark Quest",12000,14000,2000,2.99,16.67,50,1.49
"5514",5514,"Funk of Titans",12000,14000,2000,6.99,16.67,90,0.69
"5515",5515,"Shotgun Farmers",11000,14000,3000,9.99,27.27,50,4.99
"5516",5516,"Impossible Quest",9000,14000,5000,1.99,55.56,75,0.49
"5517",5517,"LA soul",10000,14000,4000,0.99,40,51,0.49
"5518",5518,"War Birds: WW2 Air strike 1942",11000,14000,3000,3.99,27.27,0,3.99
"5519",5519,"Wrestling Spirit 3",9000,14000,5000,19.99,55.56,75,4.99
"5520",5520,"Guards",9000,14000,5000,4.99,55.56,80,0.99
"5521",5521,"The Under",7000,14000,7000,1.99,100,75,0.49
"5522",5522,"Trap Them",10000,14000,4000,4.99,40,80,0.99
"5523",5523,"Hive Jump",10000,14000,4000,19.99,40,80,3.99
"5524",5524,"Outcast - Second Contact",11000,14000,3000,34.99,27.27,70,10.49
"5525",5525,"Butsbal",12000,14000,2000,2.99,16.67,75,0.74
"5526",5526,"Small Town Terrors: Livingston",7000,14000,7000,9.99,100,75,2.49
"5527",5527,"Revolution Under Siege Gold",10000,14000,4000,24.99,40,75,6.24
"5528",5528,"ClusterPuck 99",10000,14000,4000,9.99,40,0,9.99
"5529",5529,"Brain Spa",11000,14000,3000,9.99,27.27,66,3.39
"5530",5530,"Musclecar Online",8000,14000,6000,5.99,75,75,1.49
"5531",5531,"DashBored",12000,14000,2000,4.99,16.67,75,1.24
"5532",5532,"Play With Kizami",0,14000,14000,2.99,0,40,1.79
"5533",5533,"Stick Man Fight 3",0,14000,14000,0.99,0,51,0.49
"5534",5534,"GhostControl Inc.",12000,14000,2000,14.99,16.67,60,5.99
"5535",5535,"Tadpole Treble",12000,14000,2000,4.99,16.67,60,1.99
"5536",5536,"Frost",3000,14000,11000,6.99,366.67,30,4.89
"5537",5537,"Hyper Box",12000,14000,2000,2.99,16.67,0,2.99
"5538",5538,"Nurse Love Addiction",11000,14000,3000,39.99,27.27,55,17.99
"5539",5539,"Faces of Illusion: The Twin Phantoms",11000,14000,3000,9.99,27.27,70,2.99
"5540",5540,"Project: Gorgon",10000,14000,4000,39.99,40,25,29.99
"5541",5541,"Little Big Adventure - Enhanced Edition",12000,14000,2000,5.99,16.67,50,2.99
"5542",5542,"FLYVALNY 20!8",8000,14000,6000,0.99,75,45,0.54
"5543",5543,"Talewind",5000,14000,9000,8.99,180,85,1.34
"5544",5544,"Everything is Peachy",6000,14000,8000,3.99,133.33,75,0.99
"5545",5545,"Space Rogue",12000,14000,2000,9.99,16.67,77,2.29
"5546",5546,"PAC-MAN and the Ghostly Adventures",12000,14000,2000,19.99,16.67,75,4.99
"5547",5547,"Sally's Law",12000,14000,2000,3.99,16.67,70,1.19
"5548",5548,"Atomik: RunGunJumpGun",12000,14000,2000,7.99,16.67,90,0.79
"5549",5549,"Faerie Solitaire Remastered",9000,14000,5000,9.99,55.56,0,9.99
"5550",5550,"Joy Pony",10000,14000,4000,0.99,40,51,0.49
"5551",5551,"To Be or Not To Be",11000,14000,3000,4.99,27.27,60,1.99
"5552",5552,"Escape The Past",9000,14000,5000,4.99,55.56,75,1.24
"5553",5553,"iZBOT",11000,14000,3000,11.99,27.27,90,1.19
"5554",5554,"WarBirds - World War II Combat Aviation - 2018",6000,14000,8000,14.99,133.33,50,7.49
"5555",5555,"Leona's Tricky Adventures",10000,14000,4000,9.99,40,80,1.99
"5556",5556,"A Goo Adventure",11000,14000,3000,1.99,27.27,69,0.61
"5557",5557,"GravNewton",9000,14000,5000,0.99,55.56,90,0.49
"5558",5558,"1979 Invasion Earth",9000,14000,5000,1.99,55.56,0,1.99
"5559",5559,"The Legend of Protey",0,14000,14000,0.99,0,10,0.89
"5560",5560,"Phantom Signal — Sci-Fi Strategy Game",10000,14000,4000,5.99,40,49,1.99
"5561",5561,"Chef Solitaire: USA",12000,14000,2000,2.99,16.67,50,1.49
"5562",5562,"Quell Memento",10000,14000,4000,3.99,40,88,0.49
"5563",5563,"MX vs ATV All Out",8000,14000,6000,39.99,75,50,19.99
"5564",5564,"Masterspace",12000,14000,2000,7.99,16.67,75,1.99
"5565",5565,"Puzzle Tactics",5000,14000,9000,0.99,180,51,0.49
"5566",5566,"Achievement Clicker",9000,14000,5000,0.99,55.56,51,0.49
"5567",5567,"Carp Fishing Simulator",11000,14000,3000,12.99,27.27,0,12.99
"5568",5568,"Aegis",9000,14000,5000,2.99,55.56,69,0.92
"5569",5569,"Computer Tycoon",12000,14000,2000,14.99,16.67,35,9.74
"5570",5570,"Formula Fusion",9000,14000,5000,19.99,55.56,0,19.99
"5571",5571,"HandyCopter",2000,14000,12000,4.99,600,70,2.39
"5572",5572,"Stardust Galaxy Warriors: Stellar Climax",11000,14000,3000,9.99,27.27,70,2.99
"5573",5573,"The Tale of a Common Man",4000,14000,10000,9.99,250,90,0.99
"5574",5574,"Major\Minor",12000,14000,2000,19.99,16.67,90,1.99
"5575",5575,"LUXIS",10000,14000,4000,4.99,40,83,0.84
"5576",5576,"TAL: Arctic",0,14000,14000,0.99,0,51,0.49
"5577",5577,"Sacrament",6000,14000,8000,1.99,133.33,60,0.79
"5578",5578,"Locked Fears",9000,14000,5000,0.99,55.56,0,0.99
"5579",5579,"新流星搜劍錄",9000,14000,5000,19.99,55.56,60,7.99
"5580",5580,"Incognito",9000,14000,5000,7.99,55.56,90,0.79
"5581",5581,"Sky Knights",6000,14000,8000,9.99,133.33,40,5.99
"5582",5582,"Achievement Idler: Black",3000,14000,11000,0.99,366.67,0,0.99
"5583",5583,"The Search",4000,14000,10000,3.99,250,75,0.99
"5584",5584,"Antagonist",12000,14000,2000,2.99,16.67,70,0.89
"5585",5585,"Rex Nebular and the Cosmic Gender Bender",12000,14000,2000,6.99,16.67,75,1.74
"5586",5586,"The Esoterica: Hollow Earth",10000,14000,4000,3.99,40,75,0.99
"5587",5587,"Space Robot Samurai Zombie Slayer",6000,14000,8000,1.99,133.33,50,0.99
"5588",5588,"Air Missions: HIND",11000,14000,3000,16.99,27.27,60,6.79
"5589",5589,"Save the Furries",9000,14000,5000,6.99,55.56,58,2.93
"5590",5590,"Construction Simulator 2 US - Pocket Edition",0,14000,14000,11.99,0,10,10.79
"5591",5591,"Toonstruck",11000,14000,3000,9.99,27.27,66,3.39
"5592",5592,"Wave of Darkness",12000,14000,2000,29.99,16.67,70,8.99
"5593",5593,"Don't Chat With Strangers",5000,14000,9000,4.99,180,80,0.99
"5594",5594,"Street Arena",12000,14000,2000,6.99,16.67,90,0.69
"5595",5595,"Blade and Sorcery",0,14000,14000,19.99,0,0,19.99
"5596",5596,"Magi Trials",11000,14000,3000,11.99,27.27,40,5.39
"5597",5597,"Putt-Putt and Pep's Balloon-o-Rama",9000,14000,5000,4.99,55.56,60,1.99
"5598",5598,"Sky Gamblers: Storm Raiders",11000,14000,3000,9.99,27.27,66,3.39
"5599",5599,"Sigi - A Fart for Melusina",6000,14000,8000,2.99,133.33,50,1.49
"5600",5600,"LEGO DC Super-Villains",0,14000,14000,39.99,0,50,19.99
"5601",5601,"150,000 B.C.",11000,14000,3000,0.99,27.27,51,0.49
"5602",5602,"Polterheist",9000,14000,5000,4.99,55.56,90,0.49
"5603",5603,"akda",4000,14000,10000,0.99,250,51,0.49
"5604",5604,"Hyper Simon X",0,14000,14000,0.99,0,51,0.49
"5605",5605,"Virtual Rides 3 - Funfair Simulator",5000,14000,9000,24.99,180,50,12.49
"5606",5606,"Disney•Pixar Toy Story Mania!",11000,14000,3000,19.99,27.27,70,5.99
"5607",5607,"Super Meat Shooter",8000,13000,5000,5.99,62.5,90,0.59
"5608",5608,"Nancy Drew: The Shattered Medallion",9000,13000,4000,19.99,44.44,40,11.99
"5609",5609,"Freddi Fish and Luther's Water Worries",6000,13000,7000,4.99,116.67,60,1.99
"5610",5610,"Signal Ops",11000,13000,2000,9.99,18.18,85,1.49
"5611",5611,"The Gallery - Episode 2: Heart of the Emberstone",10000,13000,3000,29.99,30,50,14.99
"5612",5612,"80's style",0,13000,13000,1.99,0,75,0.49
